id,smiles,tags
1100,Cn1ccc(S(=O)(=O)NCc2cc(Nc3n[nH]c(-c4ccccc4)n3)n3cnnc3c2)n1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1101,O=S(=O)(NCc1cc(Nc2n[nH]c(-c3ccccc3)n2)n2cnnc2c1)c1cscn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1121,Cn1ccc(S(=O)(=O)NCc2cc(N3CCCC(c4ccccc4)S3(=O)=O)n3cnnc3c2)n1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1122,O=S(=O)(NCc1cc(N2CCCC(c3ccccc3)S2(=O)=O)n2cnnc2c1)c1cscn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1125,O=S(=O)(NCc1cc(N2CCCC(c3ccccc3)S2(=O)=O)n2cnnc2c1)N1CCOCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1280,Nc1ccc(S(=O)(=O)NCCc2cc(Sc3nc4ccsc4c(=O)[nH]3)n3cnnc3c2)cn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1708,CC(C)n1cc(CS(=O)(=O)CCNC(=O)Cc2ccon2)nn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1770,CCS(=O)(=O)NCc1ccc(N2CCCC2)cn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
1811,CCS(=O)(=O)NCC1CCN(CC(F)F)C1,"{'iter1 exported merges', 'iter1 scaffolds'}"
2022,COc1cc(CNC(C)Cc2ccno2)cc2c1OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
2074,c1cc(CNc2ccc3c(c2)OCO3)on1,"{'iter1 exported merges', 'iter1 scaffolds'}"
2096,CN(Cc1ccc2c(c1)OCO2)S(=O)(=O)Cc1ccon1,"{'iter1 exported merges', 'iter1 scaffolds'}"
2134,OC(CNCc1ccon1)COCc1ccc2c(c1)OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
2138,CN(CCc1ccc2c(c1)OCO2)S(=O)(=O)Cc1ccon1,"{'iter1 exported merges', 'iter1 scaffolds'}"
2702,Cc1nocc1NS(=O)(=O)c1ccc2c(c1)OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
2712,Cc1cc(NC(=O)C(C)OC(=O)CCc2ccc3c(c2)OCO3)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
