7gp9-a,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,../../aligned_files/7gp9-a/7gp9-a_ligand.sdf,../../aligned_files/7gp9-a/7gp9-a_apo-desolv.pdb
7gq4-a,Cc1nnn[nH]1,../../aligned_files/7gq4-a/7gq4-a_ligand.sdf,../../aligned_files/7gq4-a/7gq4-a_apo-desolv.pdb
7gok-a,NC(=O)c1ccc2[nH]ccc2c1,../../aligned_files/7gok-a/7gok-a_ligand.sdf,../../aligned_files/7gok-a/7gok-a_apo-desolv.pdb
7gol-a,CC1CCOC1C(=O)Nc1cnns1,../../aligned_files/7gol-a/7gol-a_ligand.sdf,../../aligned_files/7gol-a/7gol-a_apo-desolv.pdb
7gp2-a,CS(=O)(=O)N1CCC(O)CC1,../../aligned_files/7gp2-a/7gp2-a_ligand.sdf,../../aligned_files/7gp2-a/7gp2-a_apo-desolv.pdb
7gpf-a,Cc1cccc(NC(=O)C2CCCN2)n1,../../aligned_files/7gpf-a/7gpf-a_ligand.sdf,../../aligned_files/7gpf-a/7gpf-a_apo-desolv.pdb
7gox-a,CCC(=O)Nc1ccc(C)cc1O,../../aligned_files/7gox-a/7gox-a_ligand.sdf,../../aligned_files/7gox-a/7gox-a_apo-desolv.pdb
7goy-a,COC(=O)CNC(=O)c1cc(C)on1,../../aligned_files/7goy-a/7goy-a_ligand.sdf,../../aligned_files/7goy-a/7goy-a_apo-desolv.pdb
7gpm-a,CC(C)c1nc(C2CCCN2)no1,../../aligned_files/7gpm-a/7gpm-a_ligand.sdf,../../aligned_files/7gpm-a/7gpm-a_apo-desolv.pdb
7gqf-a,Nc1nnc2ccccn12,../../aligned_files/7gqf-a/7gqf-a_ligand.sdf,../../aligned_files/7gqf-a/7gqf-a_apo-desolv.pdb
7gqh-a,CC1(C)OC(=O)c2cc(Br)c(O)cc2O1,../../aligned_files/7gqh-a/7gqh-a_ligand.sdf,../../aligned_files/7gqh-a/7gqh-a_apo-desolv.pdb
7go2-a,c1cn2cnnc2cn1,../../aligned_files/7go2-a/7go2-a_ligand.sdf,../../aligned_files/7go2-a/7go2-a_apo-desolv.pdb
7gpk-a,OC1CCN(Cc2ccsc2)CC1,../../aligned_files/7gpk-a/7gpk-a_ligand.sdf,../../aligned_files/7gpk-a/7gpk-a_apo-desolv.pdb
B0436a,CNC(=O)Cc1ccc(-c2ccc3nnc(N)n3c2)cc1,../../aligned_files/B0436a/B0436a_ligand.sdf,../../aligned_files/B0436a/B0436a_apo-desolv.pdb
B0439a,CS(=O)(=O)Nc1cccc(-c2ccc3nnc(N)n3c2)c1,../../aligned_files/B0439a/B0439a_ligand.sdf,../../aligned_files/B0439a/B0439a_apo-desolv.pdb
B0446a,CN(Cc1ccccc1)C(=O)NCCn1cnnc1,../../aligned_files/B0446a/B0446a_ligand.sdf,../../aligned_files/B0446a/B0446a_apo-desolv.pdb
B0450a,COc1ccc(-c2ccc3nnc(N)n3c2)cc1OC,../../aligned_files/B0450a/B0450a_ligand.sdf,../../aligned_files/B0450a/B0450a_apo-desolv.pdb
B0454a,CN(Cc1ccccc1)C(=O)Cn1cnnc1,../../aligned_files/B0454a/B0454a_ligand.sdf,../../aligned_files/B0454a/B0454a_apo-desolv.pdb
B0455a,CNC(=O)c1ccc(-c2ccc3nnc(N)n3c2)cc1,../../aligned_files/B0455a/B0455a_ligand.sdf,../../aligned_files/B0455a/B0455a_apo-desolv.pdb
B0525a,O=C(Cn1cnnc1)N1CCCC(c2ccc(CO)cc2)C1,../../aligned_files/B0525a/B0525a_ligand.sdf,../../aligned_files/B0525a/B0525a_apo-desolv.pdb
B0691a,O=S1(=O)C(c2ccccc2)CCN1c1cccc2nncn12,../../aligned_files/B0691a/B0691a_ligand.sdf,../../aligned_files/B0691a/B0691a_apo-desolv.pdb
B0723a,c1ccc(-c2nnc(CNCc3cccc4nncn34)[nH]2)cc1,../../aligned_files/B0723a/B0723a_ligand.sdf,../../aligned_files/B0723a/B0723a_apo-desolv.pdb
B0738a,c1c[nH]c(-c2nnc(Sc3cccc4nncn34)o2)c1,../../aligned_files/B0738a/B0738a_ligand.sdf,../../aligned_files/B0738a/B0738a_apo-desolv.pdb
B0742a,c1ccc(-c2nnc(Nc3cccc4nncn34)[nH]2)cc1,../../aligned_files/B0742a/B0742a_ligand.sdf,../../aligned_files/B0742a/B0742a_apo-desolv.pdb
