https://fragalysis.diamond.ac.uk/viewer/react/projects/1865/568,,,,,,,,,,,,,,,,,,
smiles,SLURM_JOB_ID,fragmenstein_runtime,score_inspiration,HIPPO Pose ID,HIPPO Compound ID,_id,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,name,compound_set,inspiration_1,inspiration_2,green,green-text
Cc1nocc1NS(=O)(=O)c1ccc2c(c1)OCO2,350563,1.860794,0.665559,5649,2702,6519,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2702-P59,acceptable,expansion,None,OGQQYDHFVIPXMW-UHFFFAOYSA-N,v146a,36,7gp9-a,7goy-a,true,green
Cc1cc(NC(=O)[C@@H](C)OC(=O)CCc2ccc3c(c2)OCO3)no1,350563,2.37165,0.588698,5707,2712,6521,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2712-P59,acceptable,expansion,None,XXKZVLJPYRTNBA-LLVKDONJSA-N,v148a,36,7gp9-a,7goy-a,true,green
Cc1cc(CN(C)C[C@@H](O)c2ccc3c(c2)OCO3)no1,350563,2.402916,0.631455,5904,2742,6523,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2742-P59,acceptable,expansion,None,PZMLGUFNJQOVAU-CYBMUJFWSA-N,v150a,36,7gp9-a,7goy-a,true,green
O=C(NCCc1ccno1)C1CCN(c2cc(=O)[nH]cn2)CC1,350563,3.06181,0.451524,6406,2845,6527,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2845-P59,acceptable,expansion,None,HCYWIZPHWLZGBJ-UHFFFAOYSA-N,v154a,36,7gp2-a,7goy-a,true,green
CCS(=O)(=O)NC[C@H]1CCN(CC(F)F)C1,350561,2.317836,0.693757,6883,1811,6530,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C1811-P13,acceptable,expansion,None,SUYQYCNUWSGNEK-MRVPVSSYSA-N,v134b,36,7gp9-a,7gpm-a,true,green
CN(Cc1ccc2c(c1)OCO2)S(=O)(=O)Cc1ccon1,350567,2.157441,0.654058,4456,2096,6473,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C2096-P59,acceptable,expansion,None,NUKPEHAZTOWAPU-UHFFFAOYSA-N,v100a,37,7gp9-a,7goy-a,true,green
Cc1cc(CNCCOC2CNC2)sn1,350568,2.580509,0.659814,1198,6421,6532,D68EV3C_iter1_knitwork_impure_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350568/C6421-P44,acceptable,expansion,None,IJRBNOAQJAKSPP-UHFFFAOYSA-N,v159a,37,7gp2-a,B1307a,true,green
Cc1oncc1NS(=O)(=O)c1ccc2c(c1)OCCO2,350570,2.573881,0.642463,2235,3994,6534,D68EV3C_iter1_knitwork_impure_split1000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350570/C3994-P59,acceptable,expansion,None,UXVDGLOUBYDLQZ-UHFFFAOYSA-N,v161a,37,7gp9-a,7goy-a,true,green
O=C(CCc1ccc2c(c1)OCCO2)OCCSCc1ccno1,350570,2.513406,0.565684,2256,3996,6535,D68EV3C_iter1_knitwork_impure_split1000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350570/C3996-P59,acceptable,expansion,None,FIUPIBHCUISCGY-UHFFFAOYSA-N,v162a,37,7gp9-a,7goy-a,true,green
Cc1cc(CN(C)C[C@H](O)c2ccc3c(c2)OCCCO3)no1,350570,2.900812,0.551993,2789,4044,6537,D68EV3C_iter1_knitwork_impure_split1000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350570/C4044-P13,acceptable,expansion,None,FTIHFOZIDKDYQS-HNNXBMFYSA-N,v164a,37,7gp9-a,7goy-a,true,green
CN(Cc1cnco1)C[C@@H](O)COCc1ccc2c(c1)OCO2,350567,2.009343,0.630024,3973,7035,6541,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C7035-P13,acceptable,expansion,None,WUZZWWHAUMZBOV-CYBMUJFWSA-N,v169a,37,7gp9-a,7goy-a,true,green
CN(Cc1ccns1)C[C@@H](O)COCc1ccc2c(c1)OCO2,350567,1.628005,0.62806,3981,7036,6543,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C7036-P59,acceptable,expansion,None,WQOUBXWIDJZODR-CYBMUJFWSA-N,v171a,37,7gp9-a,7goy-a,true,green
COc1cc2c(cc1CNCC(F)(F)c1cccnc1)OCO2,350567,3.293629,0.64127,4203,7068,6544,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C7068-P59,acceptable,expansion,None,ODWLANMSUKTAMB-UHFFFAOYSA-N,v172a,37,7gp9-a,7goy-a,true,green
O=C(NC[C@@H]1CCCCS1)c1cc(C2CCC2)no1,350567,2.30289,0.561046,4962,7190,6545,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C7190-P44,acceptable,expansion,None,CQPABNWZTLMXPK-NSHDSACASA-N,v174a,37,7gp2-a,7goy-a,true,green
CO[C@H](CNC(=O)c1cc(C2CNC2)no1)C1CCC1,350567,2.991667,0.525212,5250,5315,6549,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C5315-P44,acceptable,expansion,None,MRUVLVYVOKTPDH-CYBMUJFWSA-N,v178a,37,7gp2-a,7goy-a,true,green
O=C(NC[C@H](O)COCC1CC1)c1cc(C2CNC2)no1,350567,4.141251,0.464711,5377,5327,6554,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C5327-P44,acceptable,expansion,None,MPKNORZLORHROU-NSHDSACASA-N,v183a,37,7gp2-a,7goy-a,true,green
CC(C)N1CC[C@H](CNS(C)(=O)=O)C1,350568,7.105894,0.567119,5519,6717,6557,D68EV3C_iter1_knitwork_impure_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350568/C6717-P70,acceptable,expansion,None,LOIUCISLECPFKL-SECBINFHSA-N,v186a,37,7gp9-a,7gpm-a,true,green
CC(C)N1CC[C@@H](CNS(=O)(=O)CC#N)C1,350568,2.810353,0.616201,5712,6727,6558,D68EV3C_iter1_knitwork_impure_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350568/C6727-P13,acceptable,expansion,None,RDYKJRCMWBBDCH-JTQLQIEISA-N,v187a,37,7gp9-a,7gpm-a,true,green
O=C(NCCCN1CCCCCC1=O)c1cc(C2CNC2)no1,350567,2.560044,0.484305,5714,7247,6559,D68EV3C_iter1_knitwork_impure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350567/C7247-P44,acceptable,expansion,None,ACHFLICIKMRCKC-UHFFFAOYSA-N,v188a,37,7gp2-a,7goy-a,true,green
