35
smiles,name,SLURM_JOB_ID,fragmenstein_runtime,score_inspiration,HIPPO Pose ID,HIPPO Compound ID,_id,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,inspiration_1,inspiration_2,green,green-text,red,red-text
Cc1cccc(NC(=O)[C@@H]2CCCN2COc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)n1,v34a,350559,5.173419,0.774705,500,182,6407,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C182-P53,acceptable,expansion,None,HJOQAPPBMNRIHP-FQEVSTJZSA-N,7gpf-a,B1219a,true,green,,
CC[S@](=O)(=NCc1ccc2nncn2c1NC(=O)Nc1cn[nH]c1)NCc1ccc2c(c1)OCO2,v35a,350558,4.986634,0.79272,501,495,6408,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C495-P13,acceptable,expansion,None,IOOBSWUQFSORJH-PGUFJCEWSA-N,7gp9-a,B0875a,,,true,red
CC[S@](=O)(=NCc1ccc2nncn2c1NC(=O)Nc1cn[nH]c1)NCc1ccc2c(c1)OCO2,v35b,350558,4.492157,0.762089,504,495,6409,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C495-P158,acceptable,expansion,None,IOOBSWUQFSORJH-PGUFJCEWSA-N,7gp9-a,B0875a,,,true,red
Cc1cccc(NC(=O)[C@@H]2CCCN2COc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)n1,v34b,350559,6.839565,0.74708,509,182,6410,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C182-P180,acceptable,expansion,None,HJOQAPPBMNRIHP-FQEVSTJZSA-N,7gpf-a,B1219a,true,green,,
CC[S@](=O)(=NCc1cc(SCc2ccncc2)n2cnnc2c1)NCc1ccc2c(c1)OCO2,v38a,350558,3.396608,0.831143,522,497,6411,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C497-P164,acceptable,expansion,None,AFAIYXZRJDCNKK-UUWRZZSWSA-N,7gp9-a,B0931a,,,true,red
CCC(=O)Nc1ccc(CCCOc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)cc1O,v39a,350559,5.913156,0.730158,521,183,6412,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C183-P57,acceptable,expansion,None,IHDDRMQNJACOMO-UHFFFAOYSA-N,7gox-a,B1219a,,,true,red
CC[S@](=O)(=Nc1cc(Sc2nc3ccsc3c(=O)[nH]2)n2cnnc2c1)NCc1ccc2c(c1)OCO2,v40a,350558,2.42071,0.864434,530,498,6413,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C498-P166,acceptable,expansion,None,LBWYGOKNNAPDLB-PSXMRANNSA-N,7gp9-a,B0938a,,,true,red
CCC(=O)Nc1ccc(CCCOc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)cc1O,v39b,350559,4.61694,0.694439,528,183,6414,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C183-P180,acceptable,expansion,None,IHDDRMQNJACOMO-UHFFFAOYSA-N,7gox-a,B1219a,,,true,red
CC[S@](=O)(=NC[C@H]1CN(S(=O)(=O)N2CCNCC2)Cc2[nH]nnc21)NCc1ccc2c(c1)OCO2,v42a,350558,7.318127,0.857158,545,499,6415,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C499-P13,acceptable,expansion,None,QEYIRGNJEXUPFD-JCYUZIAUSA-N,7gp9-a,B1020a,,,true,red
CC[S@](=O)(=NC[C@H]1CN(S(=O)(=O)N2CCNCC2)Cc2[nH]nnc21)NCc1ccc2c(c1)OCO2,v42b,350558,7.33487,0.81466,555,499,6416,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C499-P168,acceptable,expansion,None,QEYIRGNJEXUPFD-JCYUZIAUSA-N,7gp9-a,B1020a,,,true,red
CCS(=O)(=O)c1c2cc3c(cc2cc2nc(Sc4cccc5nncn45)[nH]c12)OCO3,v44a,350558,7.865066,0.720376,568,500,6417,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C500-P13,acceptable,expansion,None,OEWYTKMMRVAGLC-UHFFFAOYSA-N,7gp9-a,B1219a,,,true,red
CCS(=O)(=O)c1c2cc3c(cc2cc2nc(Sc4cccc5nncn45)[nH]c12)OCO3,v44b,350558,5.365141,0.672237,576,500,6418,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C500-P180,acceptable,expansion,None,OEWYTKMMRVAGLC-UHFFFAOYSA-N,7gp9-a,B1219a,,,true,red
CC[S@](=O)(=NC[C@@H]1NC(=O)c2cc(S(=O)(=O)F)ccc21)NCc1ccc2c(c1)OCO2,v46a,350558,4.034431,0.837755,583,501,6419,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C501-P13,acceptable,expansion,None,YCTDSFVDJVJPFF-BEIWTESXSA-N,7gp9-a,B1264a,,,true,red
CC[S@](=O)(=NC[C@@H]1NC(=O)c2cc(S(=O)(=O)F)ccc21)NCc1ccc2c(c1)OCO2,v46b,350558,6.184024,0.666536,594,501,6420,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C501-P183,acceptable,expansion,None,YCTDSFVDJVJPFF-BEIWTESXSA-N,7gp9-a,B1264a,,,true,red
C[C@@H]1CCO[C@@H]1c1ccc2snnc2c1C(O)(O)F,v48a,350558,1.85013,0.554339,1667,582,6421,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C582-P136,acceptable,expansion,None,WBZYOYVQEMGXKH-KBUNVGBDSA-N,7gol-a,B0455a,,,true,red
O=S1(=O)[C@H](c2ccccc2)CCC[C@@]12Cc1nncn1[C@H](Sc1nc3cc(F)ccc3[nH]1)C2,v49a,350559,6.018028,0.640681,2007,192,6422,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C192-P180,acceptable,expansion,None,NZACALNPKXSTKQ-WPYKKVEZSA-N,B0455a,B1219a,,,true,red
Cc1cccc(NC(=O)[C@@H]2CCCN2COc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)n1,v34c,350558,7.432383,0.628979,2711,182,6423,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C182-P44,acceptable,expansion,None,HJOQAPPBMNRIHP-FQEVSTJZSA-N,7gp2-a,B1219a,,,true,red
Cc1cccc(NC(=O)[C@@H]2CCCN2COc2ccc3[nH]c(Sc4cccc5nncn45)nc3c2)n1,v34d,350558,7.082431,0.617853,2722,182,6424,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C182-P180,acceptable,expansion,None,HJOQAPPBMNRIHP-FQEVSTJZSA-N,7gp2-a,B1219a,,,true,red
Cc1cc(=O)nc(CCNS(=O)(=O)c2ccns2)[nH]1,v52a,350559,2.929442,0.862928,2873,257,6425,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C257-P147,acceptable,expansion,None,XAJDCZGWKOCIFY-UHFFFAOYSA-N,B0723a,B1307a,,,true,red
CCC(=O)Nc1c(O)cc(C)cc1NC[C@H]1CN(S(=O)(=O)NCCc2nc(C)cc(O)n2)CCO1,v53a,350558,5.504379,0.571937,3293,635,6426,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C635-P53,acceptable,expansion,None,YKIMBTGFQQLBDR-INIZCTEOSA-N,7gpf-a,B1460a,,,true,red
C[C@@H]1CCO[C@H]1C=Cc1cc(O)nc(CCNS(=O)(=O)N2CCCC2)n1,v54a,350559,18.719122,0.653364,3641,294,6427,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C294-P158,acceptable,expansion,None,YULRZOPAMNFEQI-HIFRSBDPSA-N,B0875a,B1361a,,,true,red
C[C@@H]1CCO[C@H]1C=Cc1cc(O)nc(CCNS(=O)(=O)N2CCCC2)n1,v54b,350559,12.450366,0.67934,3658,294,6428,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C294-P188,acceptable,expansion,None,YULRZOPAMNFEQI-HIFRSBDPSA-N,B0875a,B1361a,,,true,red
Cc1cc(O)nc(CCN(C)S(=O)(=O)N2CC[C@H](N)C2)n1,v56a,350559,2.432239,0.800297,3965,321,6429,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C321-P190,acceptable,expansion,None,ARJRRNVYNBTWSC-JTQLQIEISA-N,B0525a,B1368a,,,true,red
Cn1ccc(S(=O)(=O)NCNc2nnc3ccccn23)n1,v57a,350558,1.682114,0.620907,4327,707,6430,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C707-P129,acceptable,expansion,None,HFOLJJOFUVOQHO-UHFFFAOYSA-N,7gqf-a,B0439a,,,true,red
N[C@](O)(Nc1cn[nH]c1)c1nc(CCNS(=O)(=O)c2cscn2)nn2ncnc12,v58a,350559,3.87934,0.47233,4485,367,6431,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C367-P196,acceptable,expansion,None,DGQSQIJNJUPHBO-ZDUSSCGKSA-N,7gq4-a,B1457a,,,true,red
Cc1cc(O)nc(CCNS(=O)(=O)c2ccc(N)nc2)n1,v59a,350559,3.751124,0.872883,4855,407,6432,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C407-P72,acceptable,expansion,None,UORMEOYXXLBBFS-UHFFFAOYSA-N,7gqf-a,B1460a,,,true,red
Cc1cc(O)nc(CCNS(=O)(=O)c2ccc(N)nc2)n1,v59b,350559,3.104985,0.870628,4862,407,6433,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C407-P78,acceptable,expansion,None,UORMEOYXXLBBFS-UHFFFAOYSA-N,7gqh-a,B1460a,,,true,red
O=S(=O)(NCCc1nnc2cnccn12)N1CCOCC1,v61a,350558,1.894235,0.574568,4917,759,6434,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C759-P105,acceptable,expansion,None,SKZWXAFOZXXRRV-UHFFFAOYSA-N,7go2-a,B0454a,,,true,red
O=S(=O)(NCCc1nnc2cnccn12)N1CCOCC1,v61b,350558,2.590051,0.565462,4920,759,6435,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C759-P134,acceptable,expansion,None,SKZWXAFOZXXRRV-UHFFFAOYSA-N,7go2-a,B0454a,,,true,red
CNC(=O)Cc1ccc(-c2ccc3nnc(N)n3c2)c(NCc2oc(C)cc2C(=O)NCC(=O)OC)c1,v63a,350558,15.69202,0.200425,5209,779,6436,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C779-P105,acceptable,expansion,None,SDXLYGPPHLSHBG-UHFFFAOYSA-N,7go2-a,B1463a,,,true,red
CS(=O)(=O)Nc1cccc(-c2ccc3nnc4n3c2=CNC=4)c1,v64a,350558,1.488487,0.704495,5724,816,6437,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C816-P158,acceptable,expansion,None,DPMLRYOMULDSOF-UHFFFAOYSA-N,B0436a,B0875a,,,true,red
CS(=O)(=O)Nc1cccc(-c2ccc3nnc(N)n3c2Sc2nnc(-c3ccc[nH]3)o2)c1,v65a,350558,5.623458,0.646968,5803,824,6438,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C824-P194,acceptable,expansion,None,FYSFPMUXJFXROW-UHFFFAOYSA-N,B0436a,B1456a,,,true,red
Cc1cc(O)nc(CCNS(=O)(=O)N2CCN(N)CC2)n1,v66a,350559,3.352862,0.827206,5889,469,6439,D68EV3C_iter1_fstein_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350559/C469-P202,acceptable,expansion,None,MFLOENYQIXAYNO-UHFFFAOYSA-N,7gp2-a,B1463a,,,true,red
CS(=O)(=O)Nc1cccc(-c2ccc3nnc(N)n3c2Sc2nc(=O)c3sccc3[nH]2)c1,v67a,350558,32.920636,0.562174,5956,831,6440,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C831-P129,acceptable,expansion,None,WEHWLKAJVTZUFD-UHFFFAOYSA-N,7gol-a,B0439a,,,true,red
