35
smiles,name,SLURM_JOB_ID,fragmenstein_runtime,score_inspiration,HIPPO Pose ID,HIPPO Compound ID,_id,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,inspiration_1,inspiration_2,green,green-text,red,red-text
CS(=O)(=O)Nc1cccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)c2ccc(N)nc2)c1,v68a,350558,3.336365,0.699778,6013,839,6441,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C839-P130,acceptable,expansion,None,UVSREIOAEVDTLH-UHFFFAOYSA-N,B0439a,B0446a,,,true,red
CS(=O)(=O)Nc1cccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)N2CCOCC2)c1,v69a,350558,2.985705,0.722876,6021,841,6442,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C841-P134,acceptable,expansion,None,HINZQSGCFNLQAV-UHFFFAOYSA-N,B0439a,B0454a,,,true,red
COc1ccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)c2ccc(O)cc2)cc1OC,v70a,350558,6.792724,0.586533,6698,898,6443,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C898-P132,acceptable,expansion,None,XWNWUCBTZBBRJK-UHFFFAOYSA-N,7gp2-a,B0450a,,,true,red
COc1ccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)c2ccn(C)n2)cc1OC,v71a,350558,2.951711,0.662671,6704,900,6444,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C900-P70,acceptable,expansion,None,DJBIKPKHMQFQII-UHFFFAOYSA-N,7gpm-a,B0450a,,,true,red
COc1ccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)c2ccn(C)n2)cc1OC,v71b,350558,3.554047,0.655389,6705,900,6445,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C900-P132,acceptable,expansion,None,DJBIKPKHMQFQII-UHFFFAOYSA-N,7gpm-a,B0450a,,,true,red
CN(Cc1ccc(N)cc1)[C@]1(O)CCc2nncn2C1,v73a,350558,4.98925,0.743493,6871,933,6446,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C933-P78,acceptable,expansion,None,QDIUYSLVZGQQOA-AWEZNQCLSA-N,7gqh-a,B0454a,,,true,red
CN(Cc1ccc(N)cc1)[C@]1(O)CCc2nncn2C1,v73b,350558,4.973319,0.74614,6872,933,6447,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C933-P134,acceptable,expansion,None,QDIUYSLVZGQQOA-AWEZNQCLSA-N,7gqh-a,B0454a,,,true,red
CNC(=O)c1ccc(-c2cn3c(N)nnc3cc2CNS(=O)(=O)c2cscn2)cc1,v75a,350558,3.276448,0.616732,7024,962,6448,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C962-P70,acceptable,expansion,None,MMMSZMUZWHYISC-UHFFFAOYSA-N,7gpm-a,B0455a,,,true,red
O=S1(=O)[C@@H](c2ccccc2)CCN1c1cccc2nncn12,v76a,350558,60.765834,0.251786,7054,117,6449,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C117-P128,acceptable,expansion,None,YWAUSXIRKVBYLY-CYBMUJFWSA-N,B0436a,B0525a,,,true,red
O=S1(=O)[C@@H](c2ccccc2)CCC[C@]12Cc1nncn1[C@H](CNCc1n[nH]c(-c3ccccc3)n1)C2,v77a,350558,6.986907,0.490585,7082,1033,6450,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1033-P144,acceptable,expansion,None,ZTWXEBUXALNNFU-VRUMLPLGSA-N,B0691a,B1219a,,,true,red
O=S1(=O)[C@@H](c2ccccc2)CCC[C@]12Cc1nncn1[C@H](CNCc1n[nH]c(-c3ccccc3)n1)C2,v77b,350558,7.665919,0.46758,7083,1033,6451,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1033-P180,acceptable,expansion,None,ZTWXEBUXALNNFU-VRUMLPLGSA-N,B0691a,B1219a,,,true,red
O=S1(=O)NN(Cc2cccc3nncn23)Cc2nc(-c3ccccc3)nn21,v79a,350558,2.343149,0.679761,7097,1043,6452,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1043-P147,acceptable,expansion,None,MFPQVYLTINRIPD-UHFFFAOYSA-N,7gp2-a,B0723a,,,true,red
Cn1c(-c2ccccc2)nnc1N(CO)c1cccc2c(Br)ncn12,v80a,350558,6.170236,0.643327,7148,1083,6453,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1083-P128,acceptable,expansion,None,FVBSWFJZOVJLQL-UHFFFAOYSA-N,B0436a,B0738a,,,true,red
Cn1c(-c2ccccc2)nnc1N(CO)c1cccc2c(Br)ncn12,v80b,350558,5.974751,0.63251,7149,1083,6454,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1083-P148,acceptable,expansion,None,FVBSWFJZOVJLQL-UHFFFAOYSA-N,B0436a,B0738a,,,true,red
O=S(=O)(NCc1cc(Nc2n[nH]c(-c3ccccc3)n2)n2cnnc2c1)c1ccns1,v82a,350558,4.206486,0.621774,7172,1097,6455,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1097-P196,acceptable,expansion,None,RAWKTIYUUMGONY-UHFFFAOYSA-N,B0738a,B1457a,true,green,,
O=S(=O)(NCc1cc(Nc2n[nH]c(-c3ccccc3)n2)n2cnnc2c1)c1ccc(O)cc1,v83a,350558,7.794966,0.674548,7174,1098,6456,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1098-P198,acceptable,expansion,None,VUAVTLDFIHWBTO-UHFFFAOYSA-N,B0738a,B1460a,true,green,,
Cn1ccc(S(=O)(=O)NCc2cc(Nc3n[nH]c(-c4ccccc4)n3)n3cnnc3c2)n1,v84a,350558,4.966329,0.580959,7177,1100,6457,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1100-P148,acceptable,expansion,None,JDSFMHCDLBLTOW-UHFFFAOYSA-N,B0738a,B1463a,true,green,,
Cn1ccc(S(=O)(=O)NCc2cc(Nc3n[nH]c(-c4ccccc4)n3)n3cnnc3c2)n1,v84b,350558,4.460981,0.582579,7178,1100,6458,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1100-P202,acceptable,expansion,None,JDSFMHCDLBLTOW-UHFFFAOYSA-N,B0738a,B1463a,true,green,,
O=S(=O)(NCc1cc(Nc2n[nH]c(-c3ccccc3)n2)n2cnnc2c1)c1cscn1,v86a,350558,5.463378,0.64621,7180,1101,6459,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1101-P150,acceptable,expansion,None,SLDWBFOSOMALSF-UHFFFAOYSA-N,7gp9-a,B0742a,true,green,,
Cn1ccc(S(=O)(=O)NCc2cc(N3CCC[C@@H](c4ccccc4)S3(=O)=O)n3cnnc3c2)n1,v87a,350558,5.956809,0.661536,7209,1121,6460,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1121-P150,acceptable,expansion,None,IELYVEIWJLORIZ-SFHVURJKSA-N,B0742a,B1307a,true,green,,
Cn1ccc(S(=O)(=O)NCc2cc(N3CCC[C@@H](c4ccccc4)S3(=O)=O)n3cnnc3c2)n1,v87b,350558,4.86888,0.633376,7210,1121,6461,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1121-P186,acceptable,expansion,None,IELYVEIWJLORIZ-SFHVURJKSA-N,B0742a,B1307a,true,green,,
O=S(=O)(NCc1cc(N2CCC[C@@H](c3ccccc3)S2(=O)=O)n2cnnc2c1)c1cscn1,v89a,350558,5.23087,0.67812,7212,1122,6462,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1122-P188,acceptable,expansion,None,GUQYNUCXGFLGTG-KRWDZBQOSA-N,B0742a,B1361a,true,green,,
O=S(=O)(NCc1cc(N2CCC[C@@H](c3ccccc3)S2(=O)=O)n2cnnc2c1)N1CCOCC1,v90a,350558,5.861494,0.660734,7213,1125,6463,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1125-P150,acceptable,expansion,None,AWVUBXWCDDDEPI-IBGZPJMESA-N,B0742a,B1457a,true,green,,
O=S(=O)(NCc1cc(N2CCC[C@@H](c3ccccc3)S2(=O)=O)n2cnnc2c1)N1CCOCC1,v90b,350558,5.808238,0.629386,7214,1125,6464,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1125-P196,acceptable,expansion,None,AWVUBXWCDDDEPI-IBGZPJMESA-N,B0742a,B1457a,true,green,,
C=CCn1c(Sc2cc(N(CO)c3cn[nH]c3)cc3nncn23)nnc1-c1cccnc1,v92a,350558,4.887585,0.420622,7327,1217,6465,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1217-P158,acceptable,expansion,None,VJZOFQMADYWZRE-UHFFFAOYSA-N,B0875a,B1307a,,,true,red
O=c1nc(Sc2cc(CNS(=O)(=O)c3cscn3)cc3nncn23)[nH]c2ccsc12,v93a,350558,3.12458,0.604405,7386,1279,6466,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1279-P194,acceptable,expansion,None,KYDQQDPGRJONDS-UHFFFAOYSA-N,B0931a,B1456a,,,true,red
Nc1ccc(S(=O)(=O)NCCc2cc(Sc3nc4ccsc4c(=O)[nH]3)n3cnnc3c2)cn1,v94a,350558,5.259015,0.541955,7387,1280,6467,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1280-P164,acceptable,expansion,None,GCWXMZUOJLEQBP-UHFFFAOYSA-N,B0931a,B1457a,,,true,red
CCOC(=O)C=Cc1ccc(Sc2nc3ccsc3c(=O)[nH]2)n2cnnc12,v95a,350558,3.421597,0.553646,7389,1281,6468,D68EV3C_iter1_fstein_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350558/C1281-P164,acceptable,expansion,None,CVZDESQUASFGEF-UHFFFAOYSA-N,B0931a,B1460a,,,true,red
