36
smiles,name,SLURM_JOB_ID,fragmenstein_runtime,score_inspiration,HIPPO Pose ID,HIPPO Compound ID,_id,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,inspiration_1,inspiration_2,red,red-text,green,green-text
C[C@H](Cc1ccno1)NC(=O)Cn1ccc2ccc(Cl)cc21,v145a,350561,4.411427,0.548771,5536,4828,6518,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C4828-P40,acceptable,expansion,None,OQSBTZXDUKNLSZ-LLVKDONJSA-N,7gok-a,7goy-a,true,red,,
Cc1nocc1NS(=O)(=O)c1ccc2c(c1)OCO2,v146a,350563,1.860794,0.665559,5649,2702,6519,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2702-P59,acceptable,expansion,None,OGQQYDHFVIPXMW-UHFFFAOYSA-N,7gp9-a,7goy-a,true,red,,
Cc1oncc1NS(=O)(=O)c1ccc2c(c1)OCO2,v147a,350563,1.955913,0.679535,5652,2703,6520,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2703-P59,acceptable,expansion,None,OZBIAXQJPCEDIX-UHFFFAOYSA-N,7gp9-a,7goy-a,true,red,,
Cc1cc(NC(=O)[C@@H](C)OC(=O)CCc2ccc3c(c2)OCO3)no1,v148a,350563,2.37165,0.588698,5707,2712,6521,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2712-P59,acceptable,expansion,None,XXKZVLJPYRTNBA-LLVKDONJSA-N,7gp9-a,7goy-a,true,red,,
Cc1cc(NCc2ccc3c(c2)OCO3)no1,v149a,350563,1.077212,0.841515,5801,2727,6522,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2727-P59,acceptable,expansion,None,WABQIGQTQRTYEW-UHFFFAOYSA-N,7gp9-a,7goy-a,true,red,,
Cc1cc(CN(C)C[C@@H](O)c2ccc3c(c2)OCO3)no1,v150a,350563,2.402916,0.631455,5904,2742,6523,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2742-P59,acceptable,expansion,None,PZMLGUFNJQOVAU-CYBMUJFWSA-N,7gp9-a,7goy-a,true,red,,
Cc1cc(COC(=O)C(F)(F)c2ccc3c(c2)OCO3)no1,v151a,350563,1.915991,0.690107,5945,2750,6524,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2750-P59,acceptable,expansion,None,AUKDWPVKNMYPMF-UHFFFAOYSA-N,7gp9-a,7goy-a,true,red,,
CCCn1cnnc1[C@@H]1CCCN1,v152a,350562,1.189171,0.531279,6291,6162,6525,D68EV3C_iter1_knitwork_pure_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350562/C6162-P70,acceptable,expansion,None,RYZATMLABHKSAN-QMMMGPOBSA-N,7gpf-a,7gpm-a,,,true,green
CC(C)c1cc(N(C)C[C@H]2CCCN2)n2ncnc2n1,v153a,350562,1.41047,0.405683,6383,6189,6526,D68EV3C_iter1_knitwork_pure_split1000_batch001.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350562/C6189-P70,acceptable,expansion,None,ZPCKMNBWRFIREG-LLVKDONJSA-N,7gpf-a,7gpm-a,true,red,,
O=C(NCCc1ccno1)C1CCN(c2cc(=O)[nH]cn2)CC1,v154a,350563,3.06181,0.451524,6406,2845,6527,D68EV3C_iter1_knitwork_pure_split1000_batch002.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350563/C2845-P59,acceptable,expansion,None,HCYWIZPHWLZGBJ-UHFFFAOYSA-N,7gp2-a,7goy-a,true,red,,
CCS(=O)(=O)NC[C@H]1CNC[C@H]1O,v155a,350561,1.308309,0.657564,6749,1766,6528,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C1766-P70,acceptable,expansion,None,LOAWCJOMTAVJOY-RNFRBKRXSA-N,7gp9-a,7gpm-a,true,red,,
CCS(=O)(=O)NC[C@H]1CCN(S(C)(=O)=O)C1,v133b,350561,1.790815,0.714905,6862,1807,6529,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C1807-P70,acceptable,expansion,None,QSJLQFDQGYUYAC-MRVPVSSYSA-N,7gp9-a,7gpm-a,true,red,,
CCS(=O)(=O)NC[C@H]1CCN(CC(F)F)C1,v134b,350561,2.317836,0.693757,6883,1811,6530,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C1811-P13,acceptable,expansion,None,SUYQYCNUWSGNEK-MRVPVSSYSA-N,7gp9-a,7gpm-a,true,red,,
CCS(=O)(=O)NC[C@H]1CCN(CC(F)F)C1,v134c,350561,2.31887,0.690224,6885,1811,6531,D68EV3C_iter1_knitwork_pure_split1000_batch000.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/350561/C1811-P70,acceptable,expansion,None,SUYQYCNUWSGNEK-MRVPVSSYSA-N,7gp9-a,7gpm-a,true,red,,
