Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] iter1_frags,[Other] upload_1 2025-02-11
7gqd-a,7gqd_B_201_v1,7gqd,,O=C1NC(=O)[C@@]2(CCc3ccccc32)N1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqd-a,False,True
7gqd-b,7gqd_B_202_v1,7gqd,,O=C1NC(=O)[C@@]2(CCc3ccccc32)N1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqd-b,False,True
7gos-a,7gos_B_201_v1,7gos,,OCc1ccc(-n2cnc3ccccc32)cc1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gos-a,False,True
7gpf-a,7gpf_A_201_v1,7gpf,,Cc1cccc(NC(=O)[C@H]2CCCN2)n1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpf-a,True,True
7gqm-a,7gqm_A_201_v1,7gqm,,Oc1cnc(-c2ccccc2)nc1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqm-a,False,True
7got-a,7got_B_201_v1,7got,,CCCC(=O)NCc1nc2ccccc2[nH]1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7got-a,False,True
7gov-a,7gov_B_201_v1,7gov,,Cc1ccc(F)cc1NC(=O)c1ccncc1,D68EV3CPROB-x0517/A/142/A_v1,True,11a - 7gov/B/201,11 - D68EV3CPROB-x0517/A/209/1,F2ac - 7gov/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,11a - 7gov/B/201,11 - B0517/A/209/1,F2ac - 7gov/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,11a - 7gov/B/201,11 - B0517/A/209/1,F2ac - 7gov/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gov-a,False,True
7gox-a,7gox_A_201_v1,7gox,,CCC(=O)Nc1ccc(C)cc1O,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gox-a,True,True
7goy-b,7goy_A_202_v1,7goy,,COC(=O)CNC(=O)c1cc(C)on1,7goy/A/123/A_v1,True,19a - 7goy/A/202,19 - 7goy/A/202/1,F2ap - 7goy/A/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,19a - 7goy/A/202,19 - 7goy/A/202/1,F2ap - 7goy/A/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,19a - 7goy/A/202,19 - 7goy/A/202/1,F2ap - 7goy/A/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goy-b,False,True
7goy-a,7goy_A_201_v1,7goy,,COC(=O)CNC(=O)c1cc(C)on1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goy-a,True,True
7goz-a,7goz_B_201_v1,7goz,,O=C(Nc1ccccn1)[C@H]1COCCO1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goz-a,False,True
7gp0-a,7gp0_B_201_v1,7gp0,,NS(=O)(=O)c1ccccc1OC(F)F,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gp0-a,False,True
7gp0-b,7gp0_A_301_v1,7gp0,,NS(=O)(=O)c1ccccc1OC(F)F,D68EV3CPROB-x1120/B/115/A_v1,True,5g - 7gp0/A/301,5 - D68EV3CPROB-x1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5g - 7gp0/A/301,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5g - 7gp0/A/301,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gp0-b,False,True
7gq5-a,7gq5_B_201_v1,7gq5,,N#Cc1cnc[nH]1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq5-a,False,True
7gq5-b,7gq5_A_201_v1,7gq5,,N#Cc1cnc[nH]1,7gq5/B/115/A_v1,True,10b - 7gq5/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10b - 7gq5/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10b - 7gq5/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq5-b,False,True
7gpn-a,7gpn_A_201_v1,7gpn,,Cc1nnc2n1CCNC2,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpn-a,False,True
7gnv-a,7gnv_B_201_v1,7gnv,,Cc1ccsc1C(=O)O,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gnv-a,False,True
7gnv-b,7gnv_B_202_v1,7gnv,,Cc1ccsc1C(=O)O,7gq1/B/14/B_v1,True,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ae - 7gq1/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ae - 7gq1/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ae - 7gq1/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gnv-b,False,True
7goa-b,7goa_A_201_v1,7goa,,NS(=O)(=O)c1ccc2ncsc2c1,7goa/A/0/A_v1,True,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goa-b,False,True
7goa-a,7goa_B_201_v1,7goa,,NS(=O)(=O)c1ccc2ncsc2c1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goa-a,False,True
7gpm-a,7gpm_B_201_v1,7gpm,,CC(C)c1nc([C@@H]2CCCN2)no1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2d - 7gpm/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2d - 7gpm/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2d - 7gpm/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpm-a,True,True
7gny-a,7gny_B_201_v1,7gny,,O=C1CC[C@@H](NC(=O)c2cscn2)CN1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gny-a,False,True
7gqf-a,7gqf_A_201_v1,7gqf,,Nc1nnc2ccccn12,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqf-a,True,True
7go1-a,7go1_A_201_v1,7go1,,Cc1ccc(CS(N)(=O)=O)cc1F,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go1-a,False,True
7go1-b,7go1_B_201_v1,7go1,,Cc1ccc(CS(N)(=O)=O)cc1F,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go1-a,False,True
7go3-a,7go3_A_301_v1,7go3,,CCn1ccc(CNC)n1,7gq5/B/115/A_v1,True,10a - 7go3/A/301,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10a - 7go3/A/301,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10a - 7go3/A/301,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go3-a,False,True
7gpc-a,7gpc_B_201_v1,7gpc,,Cc1ccsc1CNC(C)(C)CO,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpc-a,False,True
7gnw-a,7gnw_A_201_v1,7gnw,,COc1cc(C(=O)O)cc(OC)c1OC,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gnw-a,False,True
7gqh-a,7gqh_A_201_v1,7gqh,,CC1(C)OC(=O)c2cc(Br)c(O)cc2O1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqh-a,True,True
7gnx-a,7gnx_A_201_v1,7gnx,,O=S(=O)(NC1CCCC1)C1CCOCC1,D68EV3CPROB-x1081/B/91/A_v1,True,7a - D68EV3CPROB-x1081/A/308,7 - D68EV3CPROB-x1081/A/308/1,F2y - 7gnx/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7a - B1081/A/308,7 - B1081/A/308/1,F2y - 7gnx/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7a - B1081/A/308,7 - B1081/A/308/1,F2y - 7gnx/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gnx-a,False,True
7gqq-a,7gqq_B_201_v1,7gqq,,Clc1cnc[nH]1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqq-a,False,True
7gqo-a,7gqo_B_201_v1,7gqo,,Ic1ccn[nH]1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqo-a,False,True
7gnz-a,7gnz_B_201_v1,7gnz,,CC(=O)Nc1cnccc1C,D68EV3CPROB-x1120/B/115/A_v1,True,5a - 7gnz/B/201,5 - D68EV3CPROB-x1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5a - 7gnz/B/201,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5a - 7gnz/B/201,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gnz-a,False,True
7gpt-a,7gpt_A_201_v1,7gpt,,C[C@H]1CCCN(S(C)(=O)=O)[C@@H]1CO,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2i - 7gpu/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2i - 7gpu/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2i - 7gpu/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpt-a,False,True
7gq0-a,7gq0_B_201_v1,7gq0,,CC(=O)NCC(=O)NCC#CBr,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq0-a,False,True
7gq9-a,7gq9_A_201_v1,7gq9,,COc1ccc(C2=CCNCC2)cc1,7gq1/B/14/B_v1,True,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ag - 7gq9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ag - 7gq9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,9a - 7gq1/B/202,9 - 7gq1/B/202/1,F2ag - 7gq9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq9-a,False,True
7gpi-a,7gpi_B_201_v1,7gpi,,CN(C)C(=O)COc1ccc(N)c(F)c1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpi-a,False,True
7gpr-a,7gpr_A_201_v1,7gpr,,COC(=O)[C@@]1(c2ccc(C)cc2)CCNC1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpr-a,False,True
7gqc-a,7gqc_B_201_v1,7gqc,,O=C(O)c1cnc(-c2ccccc2)s1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqc-a,False,True
7go5-c,7go5_A_201_v1,7go5,,Fc1cc(F)c2c(c1)C=CCO2,7go5/A/112/A_v1,True,13a - 7go5/A/201,13 - 7go5/A/201/1,F2aj - 7go5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,13a - 7go5/A/201,13 - 7go5/A/201/1,F2aj - 7go5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,13a - 7go5/A/201,13 - 7go5/A/201/1,F2aj - 7go5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go5-c,False,True
7go5-b,7go5_A_202_v1,7go5,,Fc1cc(F)c2c(c1)C=CCO2,7goa/A/0/A_v1,True,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,8a - 7goa/A/201,8 - 7goa/A/201/1,F2ad - 7gpy/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go5-b,False,True
7go5-a,7go5_B_401_v1,7go5,,Fc1cc(F)c2c(c1)C=CCO2,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2l - 7go5/B/401/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go5-a,False,True
7gq7-a,7gq7_A_201_v1,7gq7,,CS(=O)(=O)Nc1ccc(C(=O)O)cc1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2a - 7gox/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq7-a,False,True
7go0-a,7go0_B_201_v1,7go0,,CCNCc1cccc2[nH]ccc12,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go0-a,False,True
7gql-a,7gql_A_201_v1,7gql,,CCn1cnc2ccccc21,7gql/B/115/A_v1,True,27a - 7gql/A/201,27 - 7gql/A/201/1,F2ax - 7gql/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,27a - 7gql/A/201,27 - 7gql/A/201/1,F2ax - 7gql/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,27a - 7gql/A/201,27 - 7gql/A/201/1,F2ax - 7gql/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gql-a,False,True
7gpq-a,7gpq_A_201_v1,7gpq,,COC(=O)[C@@]1(C)CCCN1S(C)(=O)=O,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpq-a,False,True
7gqj-a,7gqj_B_201_v1,7gqj,,Cc1cc(-c2ccccc2)[nH]n1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2p - 7gp4/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqj-a,False,True
7go7-a,7go7_B_201_v1,7go7,,CC(=O)NCCc1c[nH]c2ccc(F)cc12,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go7-a,False,True
7gpg-a,7gpg_B_201_v1,7gpg,,CCN1N=C(C(F)(F)F)CC1=O,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gpg-a,False,True
