smiles,template,compound_set,hit1,hit2
Nc1ccc(S(=O)(=O)NCCc2cc(Sc3nc4ccsc4c(=O)[nH]3)n3cnnc3c2)cn1,B0931a,P7387,B0931a,B1457a
