smiles,template,compound_set,hit1,hit2,hit3,hit4
Cc1cc(O)nc(CCNS(=O)(=O)c2ccc(N)nc2)n1,B1460a,P4859,7gqf-a,7gqh-a,7gpk-a,B1460a
