smiles,template,compound_set,hit1,hit2
CCS(=O)(=NCCc1c(Br)c(O)cc2c1C(=O)OC(C)(C)O2)NCc1ccc2c(c1)OCO2,7gp9-a,P261,7gp9-a,7gqh-a
