smiles,template,compound_set,hit1,hit2
O=C(C1CN(S(=O)(=O)N2CCNCC2)Cc2nn[nH]c21)N1CCCC(c2ccc(CO)cc2)C1,B0525a,P203,B0525a,B1020a
