smiles,template,compound_set,hit1,hit2
CCS(=O)(=NCC1CN(S(=O)(=O)N2CCNCC2)Cc2[nH]nnc21)NCc1ccc2c(c1)OCO2,7gp9-a,P545,7gp9-a,B1020a
