smiles,template,compound_set,hit1,hit2
CCS(=O)(=NCc1cc(N2CCC(c3ccccc3)S2(=O)=O)n2cnnc2c1)NCc1ccc2c(c1)OCO2,7gp9-a,P374,7gp9-a,B0691a
