smiles,template,compound_set,hit1,hit2
CCS(=O)(=O)NC(NCC(N)c1ocnc1C(=O)Nc1c[nH]c(=O)c2ccccc12)c1ccc2c(c1)OCO2,B0839a,P473,7gp9-a,B0839a
